Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a040U000002BaLEQA0,0050U000003lEZMQA2,,V-000397,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtGQAW,1,100P kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjvBQAS,230,Loan,,61100,,,1,,Ownership,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaLFQA0,0050U000003lEZMQA2,,V-000398,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtHQAW,,75 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjvCQAS,1000,,,,1,,,1,Evaluation,,,"19"" Silver Wheels",2020
a040U000002BaLGQA0,0050U000003lEZMQA2,,V-000399,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtIQAW,,100 kWh,Not Invoiced,,,1,Black Textile,,,Flash,0030U00000qIjvDQAS,230,Loan,,66375,,,1,1,Ownership,1,,"19"" Silver Wheels",2020
a040U000002BaKTQA0,0050U000003lEZMQA2,,V-000350,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsVQAW,1,75 kWh,Not Invoiced,,,1,Light Premium,,Shipping,Flare,0030U00000qIjuQQAS,55,Loan,,52400,1,,,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKUQA0,0050U000003lEZMQA2,,V-000351,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsWQAW,,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjuRQAS,55,Cash,,52400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKVQA0,0050U000003lEZMQA2,,V-000352,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsXQAW,,75 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0030U00000qIjuSQAS,130,Cash,,39875,,,1,1,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKWQA0,0050U000003lEZMQA2,,V-000353,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsYQAW,,100P kWh,Not Invoiced,1,,,Black Premium,,,Flash,0030U00000qIjuTQAS,1000,Cash,,64275,,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKXQA0,0050U000003lEZMQA2,,V-000354,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsZQAW,,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0030U00000qIjuUQAS,4150,Cash,,56875,,,,1,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKYQA0,0050U000003lEZMQA2,,V-000355,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsaQAG,1,100 kWh,Not Invoiced,,,,Black Textile,,Shipping,Flint,0030U00000qIjuVQAS,1000,Loan,,49500,,,1,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaKZQA0,0050U000003lEZMQA2,,V-000356,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsbQAG,1,75 kWh,Not Invoiced,,,1,Cream Premium,,Painting,Flint,0030U00000qIjuWQAS,230,Cash,,44675,1,,,1,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKaQAK,0050U000003lEZMQA2,,V-000357,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUscQAG,,75 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0030U00000qIjuXQAS,4150,Cash,,47075,1,,,1,Ownership,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKbQAK,0050U000003lEZMQA2,,V-000358,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsdQAG,,100P kWh,Not Invoiced,,,1,White Premium,,Backlog,Flash,0030U00000qIjuYQAS,130,Loan,,65900,1,,,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaKcQAK,0050U000003lEZMQA2,,V-000359,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUseQAG,,100 kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjuZQAS,55,Loan,,50000,,,,,Purchase,,,"19"" Silver Wheels",2020
a040U000002BaKdQAK,0050U000003lEZMQA2,,V-000360,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsfQAG,1,100P kWh,Not Invoiced,,,,Cream Premium,,Painting,Flint,0030U00000qIjuaQAC,1000,Cash,,51300,1,,1,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKeQAK,0050U000003lEZMQA2,,V-000361,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsgQAG,1,100P kWh,Not Invoiced,,,,Black Premium,,Stamping,Flare,0030U00000qIjubQAC,1000,Loan,,58300,1,,,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKfQAK,0050U000003lEZMQA2,,V-000362,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUshQAG,,100 kWh,Not Invoiced,,,,Cream Premium,,Shipping,Flare,0030U00000qIjucQAC,230,Loan,,53000,,,1,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaI3QAK,0050U000003lEZMQA2,,V-000200,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUq5QAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0030U00000qIjs0QAC,1000,Loan,,67400,1,,,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaI4QAK,0050U000003lEZMQA2,,V-000201,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUq6QAG,,100P kWh,Not Invoiced,,,1,Cream Premium,,Painting,Flash,0030U00000qIjs1QAC,4150,Loan,,67600,,,1,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaI5QAK,0050U000003lEZMQA2,,V-000202,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUq7QAG,1,100 kWh,Not Invoiced,,,,Cream Premium,,Shipping,Flash,0030U00000qIjs2QAC,4150,Cash,,67800,1,,,,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaI6QAK,0050U000003lEZMQA2,,V-000203,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUq8QAG,,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjs3QAC,4150,Cash,,54875,,,1,1,Delivery,,,"19"" Silver Wheels",2020
a040U000002BaI7QAK,0050U000003lEZMQA2,,V-000204,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUq9QAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0030U00000qIjs4QAC,230,,,,1,,1,1,Evaluation,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaI8QAK,0050U000003lEZMQA2,,V-000205,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqAQAW,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flint,0030U00000qIjs5QAC,230,Loan,,42800,1,,,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaI9QAK,0050U000003lEZMQA2,,V-000206,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqBQAW,1,75 kWh,Not Invoiced,,,1,White Premium,,,Flare,0030U00000qIjs6QAC,230,,,,,,1,,Evaluation,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIAQA0,0050U000003lEZMQA2,,V-000207,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqCQAW,,100 kWh,Not Invoiced,,,,Black Textile,,Delivered,Flint,0030U00000qIjs7QAC,4150,Cash,,42800,1,,,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaIBQA0,0050U000003lEZMQA2,,V-000208,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqDQAW,,100 kWh,Not Invoiced,,,,Light Premium,,Welding,Flash,0030U00000qIjs8QAC,1000,Cash,,61300,1,,,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaICQA0,0050U000003lEZMQA2,,V-000209,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqEQAW,1,100P kWh,Not Invoiced,,,,Light Premium,,,Flare,0030U00000qIjs9QAC,0,,,,,,1,1,Evaluation,,,"19"" Silver Wheels",2020
a040U000002BaIDQA0,0050U000003lEZMQA2,,V-000210,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqFQAW,,100 kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjsAQAS,4150,,,,1,,1,1,Evaluation,1,,"19"" Onyx Black Spinners",2020
a040U000002BaIEQA0,0050U000003lEZMQA2,,V-000211,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqGQAW,,100P kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjsBQAS,4150,Loan,,58175,1,,1,1,Delivery,,,"19"" Onyx Black Spinners",2020
a040U000002BaIFQA0,0050U000003lEZMQA2,,V-000212,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqHQAW,1,100 kWh,Not Invoiced,,,,Black Premium,,,Flash,0030U00000qIjsCQAS,1000,Loan,,65775,,,,1,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIGQA0,0050U000003lEZMQA2,,V-000213,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqIQAW,1,75 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0030U00000qIjsDQAS,230,Loan,,50000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIHQA0,0050U000003lEZMQA2,,V-000214,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqJQAW,,100 kWh,Not Invoiced,,,,Black Premium,,Welding,Flash,0030U00000qIjsEQAS,130,Loan,,61500,,,,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaIIQA0,0050U000003lEZMQA2,,V-000215,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqKQAW,1,75 kWh,Not Invoiced,,,,Black Textile,,,Flare,0030U00000qIjsFQAS,4150,Cash,,56575,1,,1,1,Ownership,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIJQA0,0050U000003lEZMQA2,,V-000216,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqLQAW,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjsGQAS,1000,,,,,,,1,Evaluation,1,,"19"" Onyx Black Spinners",2020
a040U000002BaIKQA0,0050U000003lEZMQA2,,V-000217,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqMQAW,1,100 kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjsHQAS,4150,Loan,,60275,,,1,1,Purchase,1,,"19"" Onyx Black Spinners",2020
a040U000002BaILQA0,0050U000003lEZMQA2,,V-000218,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqNQAW,1,100P kWh,Not Invoiced,,,1,Light Premium,,,Flare,0030U00000qIjsIQAS,1000,,,,,,1,,Evaluation,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIMQA0,0050U000003lEZMQA2,,V-000219,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqOQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,Welding,Flint,0030U00000qIjsJQAS,1000,Loan,,46375,,,1,1,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaINQA0,0050U000003lEZMQA2,,V-000220,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqPQAW,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0030U00000qIjsKQAS,230,Loan,,68900,1,,,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaIOQA0,0050U000003lEZMQA2,,V-000221,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqQQAW,1,75 kWh,Not Invoiced,,,,Light Premium,,,Flare,0030U00000qIjsLQAS,4150,Loan,,52075,1,,,1,Ownership,,,"19"" Onyx Black Spinners",2020
a040U000002BaIPQA0,0050U000003lEZMQA2,,V-000222,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqRQAW,1,75 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0030U00000qIjsMQAS,230,Cash,,62400,1,,,,Delivery,,,"19"" Silver Wheels",2020
a040U000002BaIQQA0,0050U000003lEZMQA2,,V-000223,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqSQAW,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjsNQAS,4150,,,,,,1,1,Evaluation,,,"19"" Silver Wheels",2020
a040U000002BaIRQA0,0050U000003lEZMQA2,,V-000224,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqTQAW,1,75 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0030U00000qIjsOQAS,1000,,,,1,,,,Evaluation,,,"19"" Silver Wheels",2020
a040U000002BaISQA0,0050U000003lEZMQA2,,V-000225,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqUQAW,1,75 kWh,Not Invoiced,,,,White Premium,,Painting,Flint,0030U00000qIjsPQAS,130,Cash,,41300,1,,,,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaITQA0,0050U000003lEZMQA2,,V-000226,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqVQAW,1,100P kWh,Not Invoiced,,,,Black Premium,,Painting,Flare,0030U00000qIjsQQAS,230,Loan,,57000,,,,,Manufacturing,,,"19"" Onyx Black Spinners",2020
a040U000002BaIUQA0,0050U000003lEZMQA2,,V-000227,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqWQAW,1,100P kWh,Not Invoiced,,,1,Black Premium,,Backlog,Flare,0030U00000qIjsRQAS,1000,Loan,,62600,,,1,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaGRQA0,0050U000003lEZMQA2,,V-000100,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoTQAW,1,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjqOQAS,0,Loan,,54675,1,,,1,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGSQA0,0050U000003lEZMQA2,,V-000101,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoUQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0030U00000qIjqPQAS,0,Loan,,53375,,,,1,Purchase,1,,"19"" Silver Wheels",2020
a040U000002BaGTQA0,0050U000003lEZMQA2,,V-000102,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoVQAW,1,100 kWh,Not Invoiced,,,,Black Textile,,,Flare,0030U00000qIjqQQAS,0,,,,1,,1,,Evaluation,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGUQA0,0050U000003lEZMQA2,,V-000103,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoWQAW,1,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjqRQAS,4150,,,,1,,1,,Evaluation,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGVQA0,0050U000003lEZMQA2,,V-000104,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoXQAW,,100 kWh,Not Invoiced,,,,Black Premium,,,Flint,0030U00000qIjqSQAS,4150,Loan,,42800,1,,,,Ownership,1,,"19"" Silver Wheels",2020
a040U000002BaGWQA0,0050U000003lEZMQA2,,V-000105,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoYQAW,,100P kWh,Not Invoiced,,,,White Premium,,,Flint,0030U00000qIjqTQAS,1000,Cash,,43500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGXQA0,0050U000003lEZMQA2,,V-000106,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoZQAW,,100P kWh,Not Invoiced,,,,Cream Premium,,Assembly,Flare,0030U00000qIjqUQAS,230,Loan,,53500,,,,,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a040U000002BaGYQA0,0050U000003lEZMQA2,,V-000107,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoaQAG,1,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjqVQAS,130,,,,1,,,,Evaluation,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGZQA0,0050U000003lEZMQA2,,V-000108,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUobQAG,1,100P kWh,Not Invoiced,,,1,Light Premium,,,Flare,0030U00000qIjqWQAS,230,,,,,,1,,Evaluation,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGaQAK,0050U000003lEZMQA2,,V-000109,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUocQAG,,100 kWh,Not Invoiced,,,,White Premium,,Welding,Flint,0030U00000qIjqXQAS,230,Cash,,44500,,,1,,Manufacturing,1,,"19"" Silver Wheels",2020
a040U000002BaGbQAK,0050U000003lEZMQA2,,V-000110,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUodQAG,,100 kWh,Not Invoiced,,,,White Premium,,,Flint,0030U00000qIjqYQAS,0,Loan,,45275,,,1,1,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGcQAK,0050U000003lEZMQA2,,V-000111,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoeQAG,1,100 kWh,Not Invoiced,,,,Black Textile,,,Flash,0030U00000qIjqZQAS,130,Loan,,65000,,,,,Ownership,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGdQAK,0050U000003lEZMQA2,,V-000112,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUofQAG,,75 kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjqaQAC,130,Cash,,48000,,,1,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGeQAK,0050U000003lEZMQA2,,V-000113,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUogQAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0030U00000qIjqbQAC,130,Cash,,69875,,,1,1,Ownership,,,"19"" Silver Wheels",2020
a040U000002BaGfQAK,0050U000003lEZMQA2,,V-000114,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUohQAG,1,100P kWh,Not Invoiced,,,,Light Premium,,,Flare,0030U00000qIjqcQAC,0,Cash,,60000,,,1,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGgQAK,0050U000003lEZMQA2,,V-000115,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUoiQAG,,100 kWh,Not Invoiced,,,1,Light Premium,,Shipping,Flint,0030U00000qIjqdQAC,130,Loan,,42600,,,,,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaGhQAK,0050U000003lEZMQA2,,V-000116,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:52.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:53.000+0000,,,,0010U000012MUojQAG,1,100P kWh,Not Invoiced,1,,,Black Premium,,,Flash,0030U00000qIjqeQAC,230,Cash,,68500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
