Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a041D0000058Wd9QAE,0051D000006P1N1QAK,,V-000349,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvXQAW,,100 kWh,Not Invoiced,,,,Black Premium,,,Flash,0031D00000ZCFa1QAH,4150,Cash,,60775,,,,1,Delivery,,,"19"" Onyx Black Spinners",2020
a041D0000058WdAQAU,0051D000006P1N1QAK,,V-000350,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvYQAW,1,100P kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFa2QAH,0,Cash,,60900,1,,,,Delivery,1,,"19"" Silver Wheels",2020
a041D0000058WdBQAU,0051D000006P1N1QAK,,V-000351,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvZQAW,1,100 kWh,Not Invoiced,,,,Black Premium,,Backlog,Flare,0031D00000ZCFcsQAH,0,Cash,,60075,1,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdCQAU,0051D000006P1N1QAK,,V-000352,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvaQAG,,75 kWh,Not Invoiced,,,1,Black Textile,,,Flash,0031D00000ZCFctQAH,130,Loan,,57400,1,,,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdDQAU,0051D000006P1N1QAK,,V-000353,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvbQAG,1,100P kWh,Not Invoiced,,,,Cream Premium,,,Flare,0031D00000ZCFcuQAH,4150,Cash,,62275,,,1,1,Delivery,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdEQAU,0051D000006P1N1QAK,,V-000354,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvcQAG,1,100 kWh,Not Invoiced,,,,Light Premium,,,Flare,0031D00000ZCFcvQAH,230,Loan,,58000,,,1,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdFQAU,0051D000006P1N1QAK,,V-000355,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvdQAG,,100 kWh,Not Invoiced,,,1,White Premium,,,Flare,0031D00000ZCFcwQAH,4150,Cash,,51875,,,,1,Delivery,,,"19"" Silver Wheels",2020
a041D0000058WdGQAU,0051D000006P1N1QAK,,V-000356,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDveQAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFcxQAH,230,Cash,,56100,,,,,Purchase,,,"19"" Onyx Black Spinners",2020
a041D0000058WdHQAU,0051D000006P1N1QAK,,V-000357,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvfQAG,,75 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFcyQAH,1000,Loan,,50600,,,1,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdIQAU,0051D000006P1N1QAK,,V-000358,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvgQAG,1,100P kWh,Not Invoiced,,,1,Cream Premium,,Shipping,Flint,0031D00000ZCFczQAH,130,Cash,,51875,,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdJQAU,0051D000006P1N1QAK,,V-000359,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvhQAG,1,75 kWh,Not Invoiced,1,,,Black Textile,,,Flash,0031D00000ZCFdGQAX,4150,Cash,,65275,,,1,1,Purchase,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdKQAU,0051D000006P1N1QAK,,V-000360,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDviQAG,1,75 kWh,Not Invoiced,,,,Black Textile,,,Flash,0031D00000ZCFdHQAX,130,Loan,,63575,1,,,1,Ownership,1,,"19"" Silver Wheels",2020
a041D0000058WdLQAU,0051D000006P1N1QAK,,V-000361,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvjQAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flash,0031D00000ZCFdIQAX,0,Loan,,65275,,,1,1,Delivery,1,,"19"" Silver Wheels",2020
a041D0000058WdMQAU,0051D000006P1N1QAK,,V-000362,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvkQAG,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFdJQAX,55,,,,1,,1,,Evaluation,,,"19"" Onyx Black Spinners",2020
a041D0000058WdNQAU,0051D000006P1N1QAK,,V-000363,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvlQAG,1,75 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFdKQAX,4150,Cash,,42600,,,,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdOQAU,0051D000006P1N1QAK,,V-000364,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvmQAG,1,100P kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFdLQAX,1000,Cash,,48875,,,,1,Delivery,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdPQAU,0051D000006P1N1QAK,,V-000365,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvnQAG,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFdMQAX,230,Loan,,63900,1,,,,Purchase,1,,"19"" Silver Wheels",2020
a041D0000058WdQQAU,0051D000006P1N1QAK,,V-000366,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvoQAG,,75 kWh,Not Invoiced,,,1,Black Premium,,Backlog,Flash,0031D00000ZCFdNQAX,0,Loan,,60600,,,1,,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdRQAU,0051D000006P1N1QAK,,V-000367,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvpQAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0031D00000ZCFdOQAX,55,Loan,,51300,1,,,,Purchase,,,"19"" Silver Wheels",2020
a041D0000058WdSQAU,0051D000006P1N1QAK,,V-000368,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvqQAG,1,100 kWh,Not Invoiced,,,1,Black Premium,,,Flash,0031D00000ZCFdPQAX,130,Cash,,69675,1,,,1,Delivery,1,,"19"" Silver Wheels",2020
a041D0000058WdTQAU,0051D000006P1N1QAK,,V-000369,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvrQAG,1,100P kWh,Not Invoiced,,,,Light Premium,,,Flint,0031D00000ZCFdQQAX,230,Loan,,47775,,,,1,Purchase,,,"19"" Onyx Black Spinners",2020
a041D0000058WdUQAU,0051D000006P1N1QAK,,V-000370,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvsQAG,1,100 kWh,Not Invoiced,,,,Black Premium,,Shipping,Flint,0031D00000ZCFdRQAX,130,Cash,,49500,,,1,,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdVQAU,0051D000006P1N1QAK,,V-000371,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvtQAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFdSQAX,130,Cash,,48175,1,,,1,Delivery,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdWQAU,0051D000006P1N1QAK,,V-000372,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvuQAG,,100P kWh,Not Invoiced,,,,White Premium,,,Flare,0031D00000ZCFdTQAX,55,Cash,,57800,1,,1,,Purchase,1,,"19"" Silver Wheels",2020
a041D0000058WdXQAU,0051D000006P1N1QAK,,V-000373,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvvQAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0031D00000ZCFdUQAX,4150,,,,,,,1,Evaluation,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdYQAU,0051D000006P1N1QAK,,V-000374,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvwQAG,,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFdVQAX,130,Loan,,54100,,,1,,Purchase,,,"19"" Silver Wheels",2020
a041D0000058WdZQAU,0051D000006P1N1QAK,,V-000375,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvxQAG,1,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0031D00000ZCFdWQAX,230,Loan,,64100,,,1,,Purchase,,,"19"" Silver Wheels",2020
a041D0000058WdaQAE,0051D000006P1N1QAK,,V-000376,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvyQAG,,100P kWh,Not Invoiced,,,1,Black Textile,,Painting,Flint,0031D00000ZCFdXQAX,0,Loan,,45175,1,,,1,Manufacturing,,,"19"" Silver Wheels",2020
a041D0000058WdbQAE,0051D000006P1N1QAK,,V-000377,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDvzQAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFdsQAH,1000,Cash,,58375,,,,1,Ownership,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdcQAE,0051D000006P1N1QAK,,V-000378,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw0QAG,,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0031D00000ZCFdtQAH,4150,Loan,,49675,1,,,1,Ownership,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WddQAE,0051D000006P1N1QAK,,V-000379,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw1QAG,1,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0031D00000ZCFduQAH,130,Loan,,67675,1,,1,1,Purchase,1,,"19"" Silver Wheels",2020
a041D0000058WdeQAE,0051D000006P1N1QAK,,V-000380,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw2QAG,,100 kWh,Not Invoiced,,,1,Black Premium,,Assembly,Flare,0031D00000ZCFdvQAH,230,Loan,,55600,,,1,,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdfQAE,0051D000006P1N1QAK,,V-000381,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw3QAG,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFdwQAH,130,Cash,,55000,,,1,,Purchase,,,"19"" Onyx Black Spinners",2020
a041D0000058WdgQAE,0051D000006P1N1QAK,,V-000382,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw4QAG,,100 kWh,Not Invoiced,,,,Cream Premium,,Painting,Flint,0031D00000ZCFdxQAH,55,Cash,,43775,,,1,1,Manufacturing,,,"19"" Onyx Black Spinners",2020
a041D0000058WdhQAE,0051D000006P1N1QAK,,V-000383,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw5QAG,1,75 kWh,Not Invoiced,,,1,Black Premium,,,Flint,0031D00000ZCFdyQAH,230,Loan,,46900,1,,1,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdiQAE,0051D000006P1N1QAK,,V-000384,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw6QAG,1,100 kWh,Not Invoiced,,,1,Black Premium,,Welding,Flash,0031D00000ZCFdzQAH,55,Cash,,71175,1,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdjQAE,0051D000006P1N1QAK,,V-000385,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw7QAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFe0QAH,230,Loan,,67600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdkQAE,0051D000006P1N1QAK,,V-000386,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw8QAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFe1QAH,4150,Cash,,47600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdlQAE,0051D000006P1N1QAK,,V-000387,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDw9QAG,,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFe2QAH,230,Cash,,44675,1,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdmQAE,0051D000006P1N1QAK,,V-000388,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwAQAW,,100 kWh,Not Invoiced,,,,White Premium,,,Flare,0031D00000ZCFe3QAH,1000,Cash,,51500,,,,,Delivery,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdnQAE,0051D000006P1N1QAK,,V-000389,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwBQAW,,100P kWh,Not Invoiced,,,,Light Premium,,,Flint,0031D00000ZCFe4QAH,130,Cash,,43500,,,,,Ownership,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdoQAE,0051D000006P1N1QAK,,V-000390,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwCQAW,1,75 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFe5QAH,1000,Loan,,45600,,,1,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdpQAE,0051D000006P1N1QAK,,V-000391,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwDQAW,,100 kWh,Not Invoiced,,,,Black Textile,,,Flash,0031D00000ZCFe6QAH,130,Loan,,63775,,,1,1,Ownership,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdqQAE,0051D000006P1N1QAK,,V-000392,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwEQAW,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFe7QAH,4150,Cash,,53500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdrQAE,0051D000006P1N1QAK,,V-000393,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwFQAW,1,100 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0031D00000ZCFe8QAH,4150,Loan,,56300,1,,,,Purchase,,,"19"" Onyx Black Spinners",2020
a041D0000058WdsQAE,0051D000006P1N1QAK,,V-000394,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwGQAW,,100 kWh,Not Invoiced,,,,Black Textile,,,Flint,0031D00000ZCFe9QAH,1000,,,,1,,,1,Evaluation,1,,"19"" Silver Wheels",2020
a041D0000058WdtQAE,0051D000006P1N1QAK,,V-000395,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwHQAW,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFaMQAX,230,Loan,,50600,,,1,,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a041D0000058WduQAE,0051D000006P1N1QAK,,V-000396,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwIQAW,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFaNQAX,1000,Loan,,59675,1,,,1,Ownership,1,,"19"" Silver Wheels",2020
a041D0000058WdvQAE,0051D000006P1N1QAK,,V-000397,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwJQAW,,100P kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFaOQAX,130,Loan,,53875,,,,1,Ownership,,,"19"" Silver Wheels",2020
a041D0000058WdwQAE,0051D000006P1N1QAK,,V-000398,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwKQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFaPQAX,230,Cash,,65400,1,,1,,Delivery,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdxQAE,0051D000006P1N1QAK,,V-000399,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:33.000+0000,,2021-03-17T16:48:34.000+0000,2021-03-17T16:48:34.000+0000,0011D00000pVDwLQAW,1,100 kWh,Not Invoiced,,,,Black Textile,,,Flare,0031D00000ZCFaQQAX,230,Cash,,59500,,,1,,Ownership,1,,"19"" Onyx Black Spinners",2020
a041D0000058WdyQAE,0051D000006P1N1QAK,,V-000400,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,,2021-03-17T16:48:36.000+0000,2021-03-17T16:48:36.000+0000,0011D00000pVDwMQAW,,75 kWh,Not Invoiced,,,1,White Premium,,Assembly,Flint,0031D00000ZCFaRQAX,230,Cash,,39875,,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a041D0000058WdzQAE,0051D000006P1N1QAK,,V-000401,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,,2021-03-17T16:48:36.000+0000,2021-03-17T16:48:36.000+0000,0011D00000pVDwNQAW,1,100 kWh,Not Invoiced,,,1,Black Textile,,Painting,Flint,0031D00000ZCFdYQAX,0,Loan,,52675,1,,1,1,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a041D0000058We0QAE,0051D000006P1N1QAK,,V-000402,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:35.000+0000,,2021-03-17T16:48:36.000+0000,2021-03-17T16:48:36.000+0000,0011D00000pVDwOQAW,1,100P kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFdZQAX,230,,,,,,1,1,Evaluation,1,,"19"" Sonic Carbon Wheels",2020
